,name,date,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest,tech_self_score.C#,tech_self_score.Java,tech_self_score.R,tech_self_score.JavaScript,tech_self_score.Python,tech_self_score.C++,tech_self_score.Ruby,tech_self_score.SPSS,tech_self_score.PHP
647,Lind Ferebee,25/07/2019,['Independent'],"['Passive', 'Distracted', 'Perfectionist']",Yes,Yes,Yes,Pass,Business,,,,,4.0,,,,
648,Aguie Morrad,27/07/2019,"['Competitive', 'Rational', 'Reliable']",['Distracted'],Yes,Yes,Yes,Pass,Data,,3.0,,,,,3.0,,
649,Vania Ingray,13/07/2019,['Courteous'],"['Distracted', 'Indifferent', 'Chaotic']",Yes,Yes,Yes,Pass,Business,1.0,,,,,,,,
650,Ola Robelet,19/07/2019,"['Ambitious', 'Rational', 'Consistent']","['Impatient', 'Overbearing', 'Procrastination']",Yes,Yes,No,Fail,Data,,,3.0,,,,1.0,1.0,
651,Leoline Stelli,19/07/2019,"['Determined', 'Patient']",['Impulsive'],Yes,No,Yes,Fail,Data,,,2.0,,,,3.0,,
652,Malia Checcucci,25/07/2019,"['Perfectionism', 'Versatile']","['Sensitive', 'Perfectionist', 'Distracted']",Yes,Yes,Yes,Pass,Business,,4.0,2.0,,5.0,,,1.0,3.0
653,Antoni Caney,11/07/2019,['Competitive'],"['Critical', 'Sensitive', 'Indifferent']",Yes,Yes,Yes,Pass,Business,,2.0,,,1.0,2.0,4.0,2.0,
654,Alanah Matfin,27/07/2019,['Organisation'],"['Critical', 'Chaotic', 'Stubborn']",Yes,Yes,Yes,Pass,Business,3.0,4.0,,,,,,3.0,2.0
655,Nickolaus Jeacocke,06/07/2019,['Reliable'],"['Anxious', 'Undisciplined', 'Conventional']",Yes,Yes,Yes,Pass,Data,,5.0,3.0,,,,,,
656,Briano Nissle,13/07/2019,['Consistent'],['Controlling'],Yes,Yes,Yes,Pass,Business,3.0,2.0,,,,3.0,,2.0,1.0
657,Temple Plumridege,20/07/2019,['Composure'],"['Indifferent', 'Indecisive']",Yes,Yes,Yes,Pass,Business,,,,,,,,3.0,
658,Adeline Ordidge,19/07/2019,"['Empathy', 'Rational', 'Reliable']",['Procrastination'],Yes,No,Yes,Fail,Data,4.0,,4.0,,4.0,,,2.0,1.0
659,Stanleigh Huson,19/07/2019,"['Rational', 'Determined', 'Independent']","['Undisciplined', 'Impulsive', 'Chatty']",Yes,Yes,Yes,Pass,Engineering,,1.0,,,,3.0,,,
660,Lyell Sandell,06/07/2019,['Consistent'],"['Chaotic', 'Procrastination', 'Selfish']",Yes,Yes,Yes,Pass,Engineering,3.0,,4.0,,4.0,1.0,,,
661,Putnem Ericsson,18/07/2019,"['Versatile', 'Ambitious']","['Indecisive', 'Passive']",Yes,Yes,Yes,Fail,Engineering,,2.0,1.0,,4.0,3.0,3.0,,2.0
662,Dodie Mcgowran,27/07/2019,"['Versatile', 'Critical Thinking']",['Slow'],Yes,Yes,Yes,Pass,Engineering,,7.0,,1.0,2.0,,7.0,,
663,Freddie Ludlam,05/07/2019,['Curious'],"['Impatient', 'Introverted']",Yes,No,Yes,Fail,Data,5.0,,,,2.0,,,5.0,2.0
664,Fancie Coster,25/07/2019,"['Reliable', 'Ambitious', 'Curious']",['Impatient'],Yes,Yes,Yes,Pass,Business,2.0,,,,1.0,,,,3.0
665,Abran Odams,12/07/2019,"['Perfectionism', 'Ambitious', 'Innovative']","['Intolerant', 'Anxious', 'Critical']",No,No,Yes,Fail,Engineering,,,,5.0,,5.0,,,4.0
666,Brod Blunden,18/07/2019,['Passionate'],"['Controlling', 'Impulsive']",Yes,Yes,Yes,Pass,Business,,,,,2.0,2.0,,,
667,Shel Bolzen,25/07/2019,"['Empathy', 'Perfectionism', 'Consistent']","['Indecisive', 'Conventional', 'Slow']",Yes,Yes,Yes,Pass,Data,,,5.0,,1.0,,2.0,,
668,Matilda Mattiessen,25/07/2019,"['Charisma', 'Independent', 'Patient']","['Perfectionist', 'Overbearing']",Yes,Yes,Yes,Pass,Data,5.0,,,,,,,1.0,
669,Georgette Giacomo,18/07/2019,"['Organisation', 'Charisma']","['Slow', 'Stubborn']",Yes,Yes,Yes,Pass,Engineering,,,,1.0,,,,,
670,Hanni Katt,20/07/2019,"['Perfectionism', 'Charisma']",['Controlling'],Yes,Yes,Yes,Pass,Business,,2.0,3.0,,,3.0,,,
671,Jeanne Brayne,12/07/2019,"['Listening', 'Collaboration']",['Passive'],Yes,Yes,Yes,Pass,Business,5.0,9.0,3.0,,3.0,,,,2.0
672,Joana Frawley,04/07/2019,['Problem Solving'],['Indifferent'],Yes,Yes,Yes,Pass,Business,,,4.0,,3.0,2.0,,,4.0
673,Kingston Comsty,06/07/2019,"['Reliable', 'Problem Solving', 'Innovative']","['Impatient', 'Competitive', 'Stubborn']",Yes,Yes,Yes,Pass,Data,2.0,2.0,,,,,,2.0,
674,York Sygroves,18/07/2019,['Patient'],"['Critical', 'Competitive', 'Anxious']",Yes,No,Yes,Fail,Business,,2.0,,3.0,4.0,,,,3.0
675,Camel Miguet,12/07/2019,['Critical Thinking'],"['Procrastination', 'Passive']",Yes,Yes,Yes,Pass,Business,4.0,,,,,,,,
676,Vina Fodden,20/07/2019,"['Consistent', 'Competitive']","['Immature', 'Controlling']",Yes,Yes,Yes,Fail,Engineering,,4.0,,,1.0,,2.0,,1.0
677,Sawyere Paskell,05/07/2019,"['Organisation', 'Problem Solving', 'Collaboration']","['Passive', 'Undisciplined', 'Immature']",Yes,Yes,Yes,Pass,Engineering,3.0,3.0,1.0,,,,,1.0,3.0
678,Zeb Tippings,12/07/2019,"['Altruism', 'Competitive']","['Impatient', 'Anxious']",Yes,Yes,Yes,Pass,Engineering,,,2.0,3.0,,,,,
679,Nil Iacovo,18/07/2019,"['Independent', 'Collaboration']","['Sensitive', 'Indecisive', 'Procrastination']",Yes,Yes,Yes,Fail,Business,,1.0,,,,2.0,,,2.0
680,Aurora Jimson,27/07/2019,"['Versatile', 'Curious', 'Organisation']",['Distracted'],Yes,Yes,Yes,Pass,Engineering,5.0,,1.0,2.0,,,1.0,,
681,Helena Swire,18/07/2019,"['Listening', 'Problem Solving']","['Chaotic', 'Indecisive']",Yes,Yes,Yes,Pass,Business,,,,2.0,3.0,1.0,,,
682,Francklin Warrington,25/07/2019,"['Altruism', 'Listening']","['Impulsive', 'Critical']",Yes,Yes,Yes,Pass,Data,,6.0,,5.0,,3.0,4.0,,
683,Dorene Franschini,12/07/2019,"['Creative', 'Determined', 'Altruism']","['Slow', 'Overbearing']",Yes,Yes,Yes,Pass,Data,3.0,,,,,2.0,,,
684,Diana Webby,11/07/2019,"['Courteous', 'Listening']","['Intolerant', 'Introverted']",No,Yes,Yes,Fail,Business,,1.0,,,,3.0,1.0,3.0,
685,Ginevra Paice,18/07/2019,['Independent'],"['Impatient', 'Selfish', 'Undisciplined']",Yes,No,Yes,Fail,Data,,,4.0,,2.0,1.0,,4.0,
686,Chane Wetwood,18/07/2019,"['Rational', 'Reliable', 'Passionate']","['Impatient', 'Introverted', 'Undisciplined']",Yes,Yes,Yes,Pass,Engineering,,4.0,,,,,,,
687,Barbra Polleye,18/07/2019,"['Perfectionism', 'Determined']","['Anxious', 'Slow', 'Distracted']",Yes,Yes,Yes,Pass,Business,4.0,,,,,,3.0,,
688,Shelbi Waddingham,18/07/2019,['Competitive'],"['Slow', 'Indecisive']",Yes,Yes,Yes,Pass,Engineering,,,,,,,1.0,,5.0
689,Lenora Gannicott,19/07/2019,['Organisation'],"['Perfectionist', 'Procrastination']",Yes,Yes,No,Fail,Engineering,,,,1.0,,1.0,1.0,,
690,Aindrea Normanvill,18/07/2019,"['Collaboration', 'Courteous', 'Versatile']","['Slow', 'Introverted']",Yes,Yes,Yes,Pass,Business,5.0,,,,,5.0,,2.0,1.0
691,Annamaria Redhole,26/07/2019,"['Rational', 'Versatile', 'Charisma']","['Anxious', 'Chatty']",Yes,No,Yes,Fail,Engineering,3.0,,,,,,3.0,,4.0
692,Sarah Magor,20/07/2019,['Critical Thinking'],['Overbearing'],Yes,Yes,Yes,Pass,Engineering,2.0,,5.0,2.0,,,,,
693,Zacharie Bann,27/07/2019,['Problem Solving'],"['Intolerant', 'Controlling', 'Indifferent']",Yes,Yes,Yes,Pass,Data,4.0,,,1.0,,,2.0,,1.0
694,Vernon Curl,04/07/2019,"['Determined', 'Reliable', 'Creative']","['Overbearing', 'Undisciplined', 'Impatient']",Yes,Yes,Yes,Pass,Data,,2.0,,2.0,,,,2.0,1.0
695,Savina Phythien,27/07/2019,"['Collaboration', 'Competitive', 'Rational']","['Introverted', 'Impatient', 'Passive']",Yes,Yes,Yes,Pass,Data,4.0,3.0,,2.0,,,1.0,,4.0
696,Cleveland Vasyukhin,19/07/2019,"['Determined', 'Independent', 'Versatile']","['Conventional', 'Intolerant', 'Sensitive']",Yes,Yes,Yes,Pass,Data,,2.0,2.0,,1.0,,5.0,,
697,Katherina Bowton,26/07/2019,['Empathy'],['Overbearing'],Yes,No,Yes,Fail,Business,6.0,,,1.0,,,,,
698,Giustina Catford,06/07/2019,"['Patient', 'Listening']","['Impatient', 'Procrastination']",Yes,Yes,Yes,Pass,Engineering,5.0,2.0,,,,,,,
699,Fidel Norval,19/07/2019,"['Innovative', 'Determined']","['Selfish', 'Controlling', 'Introverted']",No,Yes,Yes,Fail,Engineering,,,,,,,,4.0,
700,Fidel Norval,19/07/2019,"['Innovative', 'Determined']","['Selfish', 'Controlling', 'Introverted']",No,Yes,Yes,Fail,Engineering,,,,,,,,4.0,
701,Kim Bester,26/07/2019,['Empathy'],"['Stubborn', 'Chatty']",Yes,Yes,Yes,Fail,Engineering,3.0,3.0,2.0,2.0,4.0,4.0,1.0,,1.0
702,Nomi Verne,05/07/2019,['Ambitious'],"['Passive', 'Immature']",Yes,Yes,Yes,Pass,Data,,1.0,,4.0,,2.0,,3.0,
703,Verla Di Antonio,05/07/2019,"['Problem Solving', 'Composure', 'Collaboration']","['Sensitive', 'Undisciplined']",Yes,Yes,Yes,Pass,Business,1.0,1.0,,,,7.0,1.0,6.0,
704,Cherrita Allchorne,26/07/2019,"['Problem Solving', 'Competitive', 'Rational']",['Intolerant'],No,Yes,Yes,Fail,Engineering,,2.0,6.0,,,,2.0,,1.0
705,Charmain Diben,12/07/2019,['Composure'],"['Stubborn', 'Critical']",Yes,Yes,Yes,Pass,Engineering,3.0,,2.0,,4.0,7.0,,4.0,
706,Hulda Bales,25/07/2019,['Composure'],"['Distracted', 'Impatient']",No,Yes,Yes,Fail,Data,,2.0,,,4.0,1.0,,,2.0
707,Bunny Barns,13/07/2019,['Perfectionism'],"['Critical', 'Indecisive', 'Procrastination']",Yes,Yes,Yes,Pass,Engineering,6.0,,,,,,,1.0,
708,Malvina Whiteford,11/07/2019,"['Organisation', 'Consistent', 'Determined']",['Selfish'],Yes,Yes,Yes,Pass,Data,2.0,1.0,,4.0,,4.0,,,4.0
709,Elsie Fursland,04/07/2019,"['Organisation', 'Passionate', 'Patient']","['Competitive', 'Conventional', 'Selfish']",Yes,Yes,Yes,Pass,Business,,4.0,,,,6.0,,,2.0
710,Ebeneser Handy,05/07/2019,"['Determined', 'Ambitious']",['Overbearing'],Yes,Yes,Yes,Pass,Data,1.0,3.0,,2.0,5.0,,5.0,,1.0
711,Marvin Gorger,19/07/2019,['Innovative'],"['Anxious', 'Introverted', 'Procrastination']",Yes,Yes,Yes,Pass,Business,,,2.0,1.0,3.0,2.0,5.0,3.0,
712,Rosalinde Smallshaw,19/07/2019,['Critical Thinking'],"['Impatient', 'Passive']",Yes,Yes,Yes,Pass,Engineering,,,4.0,2.0,,4.0,5.0,,
713,Rosalinda Frizzell,26/07/2019,"['Reliable', 'Organisation']","['Distracted', 'Conventional', 'Immature']",Yes,Yes,Yes,Fail,Business,,,,,1.0,,,,1.0
714,Wade Friedenbach,04/07/2019,"['Problem Solving', 'Empathy']",['Indifferent'],Yes,Yes,Yes,Pass,Engineering,,,,,,,4.0,1.0,2.0
715,Guido Lassells,13/07/2019,"['Innovative', 'Courteous', 'Consistent']","['Passive', 'Competitive']",Yes,Yes,Yes,Pass,Business,,,5.0,,,4.0,,,1.0
716,Shelden Sheraton,20/07/2019,"['Reliable', 'Versatile', 'Determined']","['Selfish', 'Competitive']",No,Yes,Yes,Fail,Data,1.0,,,,,1.0,3.0,,
717,Kacey Smurthwaite,27/07/2019,['Rational'],['Indifferent'],Yes,Yes,Yes,Pass,Engineering,,4.0,,,,3.0,5.0,,
718,Audrye Walkingshaw,13/07/2019,"['Reliable', 'Critical Thinking']","['Distracted', 'Chatty']",Yes,Yes,Yes,Pass,Business,,,2.0,,,,,1.0,
719,Selle Mckeowon,20/07/2019,"['Passionate', 'Creative']","['Distracted', 'Introverted']",Yes,Yes,Yes,Pass,Data,3.0,3.0,,8.0,,,4.0,5.0,
720,Bird Hatfield,20/07/2019,"['Curious', 'Ambitious']",['Chatty'],Yes,Yes,Yes,Pass,Engineering,1.0,6.0,,,,,6.0,,4.0
721,Briant Pope,26/07/2019,"['Efficient', 'Competitive']","['Impatient', 'Controlling', 'Critical']",Yes,Yes,Yes,Fail,Data,6.0,,,7.0,,,2.0,,
722,Vladamir Waddams,04/07/2019,"['Organisation', 'Consistent', 'Ambitious']",['Sensitive'],Yes,Yes,Yes,Pass,Business,1.0,,,3.0,2.0,,,,
723,Jecho Rousel,05//07/2019,['Organisation'],"['Introverted', 'Impatient', 'Distracted']",Yes,Yes,Yes,Pass,Engineering,,3.0,,,2.0,,,,
724,Ronda Budcock,04/07/2019,['Ambitious'],['Controlling'],Yes,Yes,Yes,Pass,Business,,,,3.0,,,2.0,,
725,Lexine Rapson,18/07/2019,"['Courteous', 'Creative', 'Versatile']","['Competitive', 'Selfish', 'Immature']",Yes,Yes,No,Fail,Business,,,,,,,,4.0,4.0
726,Osbourne Witherdon,27/07/2019,['Organisation'],['Conventional'],Yes,Yes,Yes,Pass,Engineering,,2.0,,,2.0,,,,
727,Cati Dumphries,18/07/2019,"['Consistent', 'Rational', 'Critical Thinking']","['Conventional', 'Controlling']",Yes,Yes,Yes,Pass,Data,3.0,,,,,,,,
728,Jayne Andriveau,11/07/2019,"['Curious', 'Empathy', 'Determined']","['Sensitive', 'Intolerant', 'Immature']",Yes,No,Yes,Fail,Business,,,,,,,6.0,,
729,Elliot Sarsfield,06/07/2019,['Problem Solving'],"['Immature', 'Perfectionist', 'Introverted']",Yes,Yes,Yes,Pass,Engineering,2.0,6.0,,,4.0,,2.0,,4.0
730,Tate Coade,06/07/2019,"['Rational', 'Empathy', 'Critical Thinking']","['Impulsive', 'Introverted']",Yes,Yes,Yes,Fail,Data,,,,3.0,,4.0,,4.0,
731,Emeline Whistance,20/07/2019,"['Altruism', 'Innovative', 'Competitive']",['Distracted'],Yes,Yes,Yes,Pass,Data,,3.0,,,,,,6.0,5.0
732,Conrad Chadney,06/07/2019,"['Listening', 'Altruism', 'Passionate']","['Impulsive', 'Intolerant', 'Procrastination']",No,Yes,Yes,Fail,Business,,2.0,,,,,8.0,4.0,
733,Staffard Load,13/07/2019,"['Composure', 'Perfectionism']",['Conventional'],Yes,Yes,Yes,Pass,Data,,,7.0,3.0,,,3.0,,3.0
734,Fraser Hurnell,04/07/2019,"['Innovative', 'Consistent']",['Distracted'],Yes,Yes,Yes,Pass,Business,,,2.0,2.0,2.0,,,,
735,Worthington Richford,11/07/2019,"['Charisma', 'Collaboration', 'Problem Solving']",['Passive'],Yes,Yes,Yes,Pass,Engineering,,2.0,,,,,,,
736,Robenia Landor,27/07/2019,"['Competitive', 'Versatile']",['Undisciplined'],Yes,Yes,Yes,Pass,Engineering,3.0,,4.0,,4.0,4.0,,2.0,
737,Claudio Handrick,05/07/2019,"['Composure', 'Organisation']","['Undisciplined', 'Controlling']",Yes,Yes,Yes,Pass,Data,,,,,,,,,1.0
738,Nevil Rickerby,06/07/2019,['Determined'],"['Controlling', 'Overbearing', 'Intolerant']",Yes,Yes,Yes,Pass,Data,2.0,,,,5.0,,,,
739,Prescott Alfuso,25/07/2019,"['Patient', 'Consistent']",['Intolerant'],Yes,Yes,Yes,Pass,Engineering,2.0,8.0,,,,,,2.0,1.0
740,Herold Prudham,06/07/2019,"['Patient', 'Independent', 'Curious']","['Conventional', 'Indecisive']",Yes,Yes,Yes,Pass,Data,,1.0,4.0,2.0,3.0,,,,
741,Shermy Swancock,19/07/2019,"['Innovative', 'Listening']","['Controlling', 'Anxious', 'Competitive']",Yes,Yes,Yes,Pass,Business,,5.0,1.0,,6.0,6.0,,,
742,Terrell Orridge,18/07/2019,"['Creative', 'Innovative', 'Determined']","['Controlling', 'Slow', 'Impulsive']",Yes,Yes,Yes,Pass,Engineering,,3.0,4.0,6.0,,3.0,,,
743,Donalt Julyan,11/07/2019,"['Listening', 'Creative', 'Efficient']",['Immature'],Yes,Yes,Yes,Pass,Engineering,,,2.0,1.0,,,3.0,2.0,
744,Dev Mcpherson,11/07/2019,['Independent'],['Indecisive'],No,Yes,Yes,Fail,Data,,,,,5.0,,3.0,,
745,Muhammad Percy,12/07/2019,"['Curious', 'Perfectionism']",['Conventional'],Yes,Yes,Yes,Fail,Engineering,,,1.0,,4.0,4.0,,,
746,Judie Lowy,25/07/2019,"['Collaboration', 'Determined', 'Independent']",['Impatient'],Yes,Yes,Yes,Pass,Engineering,,,,,,3.0,,,1.0
747,Tadio Goullee,20/07/2019,['Patient'],['Procrastination'],Yes,Yes,Yes,Pass,Engineering,3.0,4.0,,,1.0,,1.0,1.0,
748,Katalin Redley,04/07/2019,"['Critical Thinking', 'Determined', 'Curious']","['Impulsive', 'Undisciplined', 'Distracted']",Yes,Yes,Yes,Pass,Business,1.0,,,,,,2.0,,2.0
749,Lea Normington,26/07/2019,"['Creative', 'Independent', 'Reliable']","['Chatty', 'Passive']",Yes,Yes,Yes,Pass,Business,,2.0,,,,,6.0,,
750,Cornelia Artist,18/07/2019,"['Listening', 'Empathy']","['Overbearing', 'Slow']",Yes,Yes,Yes,Pass,Business,,,,,5.0,,,5.0,3.0
751,Vincenty Roubay,11/07/2019,['Passionate'],"['Indecisive', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,,,,,,7.0,,,
752,Phineas Filshin,12/07/2019,"['Ambitious', 'Consistent', 'Passionate']",['Procrastination'],Yes,Yes,Yes,Pass,Engineering,3.0,,,,2.0,4.0,6.0,,
753,Wilona Crean,26/07/2019,"['Patient', 'Ambitious']","['Controlling', 'Indecisive']",No,Yes,No,Fail,Engineering,,4.0,,2.0,5.0,4.0,,1.0,
754,Carlynne Keal,26/07/2019,"['Altruism', 'Independent']","['Distracted', 'Procrastination']",Yes,Yes,Yes,Pass,Data,2.0,3.0,,,3.0,,,,2.0
755,Westbrook Paynton,12/07/2019,"['Problem Solving', 'Innovative', 'Listening']","['Anxious', 'Distracted', 'Passive']",Yes,Yes,Yes,Pass,Engineering,1.0,,3.0,,,,,,
756,Corby Mccambridge,06/07/2019,['Empathy'],"['Indecisive', 'Critical', 'Selfish']",Yes,Yes,Yes,Pass,Business,,,2.0,,,6.0,,,1.0
757,Melamie Keers,11/07/2019,"['Rational', 'Reliable', 'Competitive']","['Selfish', 'Chaotic', 'Controlling']",Yes,Yes,Yes,Pass,Business,5.0,5.0,3.0,2.0,3.0,,4.0,,
758,Marillin Rosendall,05/07/2019,['Empathy'],"['Selfish', 'Conventional']",Yes,Yes,Yes,Pass,Engineering,4.0,,,8.0,4.0,4.0,,,
759,Keen Bentham3,19/07/2019,"['Courteous', 'Efficient', 'Problem Solving']",['Critical'],Yes,Yes,Yes,Pass,Data,7.0,,2.0,,5.0,,,,
760,Homere Stentiford,25//07/2019,['Ambitious'],"['Slow', 'Critical', 'Indifferent']",Yes,Yes,Yes,Pass,Engineering,4.0,3.0,1.0,,,,,2.0,
761,Muhammad Linn,18/07/2019,"['Composure', 'Courteous']","['Indifferent', 'Impulsive']",Yes,Yes,Yes,Pass,Data,,,,4.0,4.0,,1.0,2.0,2.0
762,Barbette Sorton,27/07/2019,['Consistent'],"['Immature', 'Impatient']",Yes,Yes,Yes,Pass,Engineering,,,3.0,2.0,,3.0,,,
763,Bax Sweetman,26/07/2019,['Creative'],"['Conventional', 'Immature', 'Critical']",Yes,Yes,Yes,Pass,Engineering,3.0,1.0,5.0,3.0,,3.0,,3.0,
764,Ambrosi Carnow,04/07/2019,"['Reliable', 'Perfectionism', 'Ambitious']",['Indifferent'],Yes,No,Yes,Fail,Business,3.0,,,,2.0,1.0,,,2.0
765,Kellen Bentick,25/07/2019,"['Organisation', 'Reliable', 'Creative']","['Chatty', 'Chaotic']",Yes,Yes,Yes,Pass,Data,,,,,,1.0,,2.0,
766,Fleming Taillard,20/07/2019,['Reliable'],['Chaotic'],Yes,Yes,Yes,Pass,Business,,3.0,,,,,,6.0,2.0
767,Elicia Broggio,18/07/2019,['Listening'],['Passive'],No,Yes,Yes,Fail,Data,,,7.0,,,,,,
768,Paxton Mcginlay,25/07/2019,['Versatile'],"['Competitive', 'Conventional']",Yes,No,Yes,Fail,Business,,5.0,4.0,3.0,,,,5.0,
769,Abbott Yea,12/07/2019,"['Innovative', 'Creative']",['Anxious'],Yes,Yes,Yes,Pass,Data,2.0,,,2.0,,5.0,4.0,1.0,
770,Doy Tams,11/07/2019,"['Composure', 'Empathy', 'Courteous']","['Impulsive', 'Procrastination']",Yes,Yes,No,Fail,Data,,3.0,1.0,,,4.0,1.0,,
771,Jon Raikes,04/07/2019,['Altruism'],['Selfish'],Yes,Yes,Yes,Pass,Engineering,,,2.0,2.0,1.0,3.0,2.0,3.0,
772,Myrvyn Sutherns,06/07/2019,['Collaboration'],"['Chaotic', 'Critical']",Yes,Yes,Yes,Fail,Business,,3.0,,,1.0,6.0,4.0,,
773,Adler Wingatt,18/07/2019,"['Courteous', 'Problem Solving']",['Indifferent'],Yes,Yes,Yes,Pass,Business,,,4.0,2.0,,,2.0,,
774,Dermot Gunthorp,20/07/2019,"['Collaboration', 'Composure']","['Anxious', 'Controlling']",No,Yes,Yes,Fail,Business,,,,,,,,,
775,Gavan Soltan,05/07/2019,"['Efficient', 'Empathy', 'Curious']",['Controlling'],Yes,Yes,No,Fail,Engineering,,,4.0,,3.0,,,1.0,
776,Gavan Soltan,05/07/2019,"['Efficient', 'Empathy', 'Curious']",['Controlling'],Yes,Yes,No,Fail,Engineering,,,4.0,,3.0,,,1.0,
777,Jamima Sturgess,26/07/2019,['Consistent'],"['Undisciplined', 'Impatient', 'Conventional']",Yes,Yes,Yes,Fail,Business,,,,3.0,,5.0,,,
778,Athene Bozworth,06/07/2019,"['Curious', 'Versatile']","['Selfish', 'Impatient', 'Chaotic']",Yes,Yes,Yes,Pass,Business,,,,,3.0,,,,
779,Opaline Gammon,12/07/2019,"['Patient', 'Courteous']",['Chatty'],Yes,Yes,Yes,Pass,Data,4.0,,4.0,,1.0,2.0,5.0,,
780,Cari Bradlaugh,27/07/2019,"['Altruism', 'Efficient', 'Courteous']",['Anxious'],Yes,Yes,Yes,Pass,Business,,,2.0,3.0,5.0,1.0,5.0,,
781,Daren Houson,13/07/2019,['Reliable'],"['Indifferent', 'Competitive']",Yes,Yes,No,Fail,Business,,2.0,1.0,,5.0,,,,
782,Melony Tristram,19/07/2019,['Charisma'],['Controlling'],Yes,Yes,No,Fail,Engineering,,,,5.0,,,2.0,3.0,
783,Ashbey Seakes,18/07/2019,['Innovative'],['Undisciplined'],Yes,Yes,No,Fail,Business,,,1.0,,,4.0,2.0,,1.0
784,Philly Jerrim,25/07/2019,['Charisma'],"['Controlling', 'Conventional', 'Perfectionist']",Yes,Yes,Yes,Pass,Business,4.0,,,,,,2.0,,3.0
785,Sandi Gurton,25/07/2019,['Versatile'],['Overbearing'],Yes,Yes,Yes,Pass,Data,,1.0,,,,,2.0,,
786,Hilliard Brockett,05//07/2019,['Courteous'],['Chaotic'],Yes,Yes,Yes,Pass,Data,,1.0,4.0,,,,3.0,4.0,
787,Berkie Brusby,06/07/2019,['Charisma'],"['Selfish', 'Indecisive', 'Intolerant']",Yes,Yes,Yes,Pass,Business,,,,,,2.0,3.0,,
788,Bidget Macarthur,12/07/2019,"['Organisation', 'Charisma']",['Sensitive'],Yes,Yes,Yes,Pass,Business,2.0,,,3.0,,,,3.0,1.0
789,Julie Condliffe,04/07/2019,"['Organisation', 'Efficient', 'Critical Thinking']",['Controlling'],Yes,Yes,Yes,Pass,Data,,,,,,,,,
790,Andris Bradley,12/07/2019,"['Rational', 'Problem Solving', 'Critical Thinking']","['Anxious', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,1.0,,,,2.0,2.0,,,4.0
791,Al Hugonet,04/07/2019,"['Innovative', 'Creative', 'Passionate']","['Impulsive', 'Introverted']",Yes,Yes,Yes,Pass,Engineering,,4.0,1.0,5.0,7.0,,2.0,,
792,Maryanna Seeney,11/07/2019,"['Organisation', 'Charisma']",['Slow'],Yes,Yes,Yes,Fail,Data,2.0,6.0,,,,,1.0,,
793,Cassaundra Yuill,19/07/2019,['Patient'],"['Critical', 'Overbearing']",Yes,Yes,Yes,Fail,Business,,,,,3.0,,3.0,,
794,Baily Camidge,20/07/2019,"['Determined', 'Perfectionism']","['Distracted', 'Critical', 'Indecisive']",Yes,Yes,Yes,Pass,Engineering,2.0,,,,,,,1.0,
795,Padgett Crennan,12/07/2019,"['Courteous', 'Ambitious']","['Undisciplined', 'Chatty']",Yes,No,No,Fail,Data,,,,6.0,,,,2.0,4.0
796,Gabrila Chasier,20/07/2019,['Listening'],"['Distracted', 'Intolerant', 'Undisciplined']",Yes,Yes,Yes,Pass,Business,7.0,2.0,1.0,3.0,4.0,1.0,,8.0,
797,Kimmi Edgecumbe,12/07/2019,"['Organisation', 'Collaboration']","['Indifferent', 'Competitive', 'Sensitive']",Yes,Yes,Yes,Pass,Business,3.0,,3.0,,,4.0,,,3.0
798,Levy Standage,25/07/2019,['Reliable'],"['Controlling', 'Chaotic']",Yes,Yes,Yes,Pass,Data,2.0,7.0,,,5.0,,,,
799,Muffin Jandel,20/07/2019,"['Independent', 'Creative', 'Composure']",['Impulsive'],Yes,Yes,Yes,Pass,Data,,1.0,,,3.0,,,4.0,
800,Calida Behr,18/07/2019,"['Innovative', 'Empathy']","['Immature', 'Chaotic', 'Slow']",Yes,Yes,Yes,Pass,Engineering,6.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,
801,Jeannette Willans,26/07/2019,"['Empathy', 'Critical Thinking']","['Distracted', 'Competitive']",Yes,Yes,Yes,Pass,Engineering,,,,,,,2.0,,
802,Mora Joutapavicius,18/07/2019,['Critical Thinking'],"['Passive', 'Competitive', 'Overbearing']",Yes,No,Yes,Fail,Business,,5.0,1.0,,,,,,1.0
803,Tadeas Bidmead,18/07/2019,"['Composure', 'Charisma']","['Chaotic', 'Procrastination', 'Critical']",Yes,Yes,Yes,Pass,Data,,,,1.0,1.0,1.0,,,
804,Matthiew Tumbridge,04/07/2019,['Courteous'],"['Procrastination', 'Overbearing']",Yes,Yes,Yes,Pass,Data,2.0,,3.0,,6.0,3.0,,3.0,
805,Orton Borer,12/07/2019,"['Perfectionism', 'Empathy']",['Immature'],Yes,Yes,No,Fail,Data,1.0,,,,,,,,
806,Tirrell Tabart,26/07/2019,"['Critical Thinking', 'Courteous', 'Empathy']",['Selfish'],Yes,Yes,Yes,Pass,Data,5.0,,,2.0,,,2.0,,
807,Leeanne Allsepp,06/07/2019,"['Versatile', 'Passionate']","['Undisciplined', 'Chatty']",Yes,Yes,Yes,Pass,Data,3.0,,3.0,5.0,,1.0,,2.0,
808,Evangelin Gorges,11//07/2019,['Independent'],['Impulsive'],Yes,Yes,No,Fail,Engineering,1.0,,,,1.0,4.0,3.0,,
